Time,Extension,Load,Tensile stress,Tensile strain (Extension)
"0.88000","0.00744","107.43049","5.85899","0.00029"
"0.89600","0.00750","109.31748","5.96190","0.00030"
"0.91200","0.00762","111.18787","6.06391","0.00030"
"0.92800","0.00775","113.05779","6.16589","0.00031"
"0.94400","0.00787","114.81805","6.26189","0.00031"
"0.96000","0.00794","116.28949","6.34214","0.00031"
"0.97600","0.00806","117.65514","6.41662","0.00032"
"0.99200","0.00812","119.11779","6.49639","0.00032"
"1.00800","0.00825","120.52161","6.57295","0.00032"
"1.02400","0.00837","121.94831","6.65076","0.00033"
"1.04000","0.00850","123.59015","6.74030","0.00033"
"1.05600","0.00862","125.37433","6.83760","0.00034"
"1.07200","0.00875","127.09631","6.93152","0.00034"
"1.08800","0.00887","129.04915","7.03802","0.00035"
"1.10400","0.00900","130.97501","7.14305","0.00035"
"1.12000","0.00919","132.94038","7.25024","0.00036"
"1.13600","0.00931","134.96306","7.36055","0.00037"
"1.15200","0.00950","137.25218","7.48539","0.00037"
"1.16800","0.00969","139.77719","7.62310","0.00038"
"1.18400","0.00981","142.43297","7.76794","0.00039"
"1.20000","0.01000","145.04796","7.91056","0.00039"
"1.21600","0.01019","147.62167","8.05092","0.00040"
"1.23200","0.01031","150.06682","8.18427","0.00041"
"1.24800","0.01050","152.53792","8.31904","0.00041"
"1.26400","0.01062","154.92812","8.44940","0.00042"
"1.28000","0.01075","157.18880","8.57269","0.00042"
"1.29600","0.01087","159.19101","8.68188","0.00043"
"1.31200","0.01100","160.89323","8.77472","0.00043"
"1.32800","0.01112","162.59969","8.86778","0.00044"
"1.34400","0.01125","164.29147","8.96005","0.00044"
"1.36000","0.01137","166.04469","9.05567","0.00045"
"1.37600","0.01150","167.90747","9.15726","0.00045"
"1.39200","0.01162","169.83641","9.26246","0.00046"
"1.40800","0.01175","171.79109","9.36906","0.00046"
"1.42400","0.01194","173.69254","9.47276","0.00047"
"1.44000","0.01206","175.77963","9.58659","0.00047"
"1.45600","0.01225","177.97260","9.70618","0.00048"
"1.47200","0.01244","180.25314","9.83056","0.00049"
"1.48800","0.01256","182.68953","9.96343","0.00049"
"1.50400","0.01275","185.08821","10.09425","0.00050"
"1.52000","0.01287","187.52701","10.22726","0.00051"
"1.53600","0.01300","189.72057","10.34689","0.00051"
"1.55200","0.01312","191.64293","10.45173","0.00052"
"1.56800","0.01325","193.16374","10.53467","0.00052"
"1.58400","0.01331","194.51097","10.60815","0.00052"
"1.60000","0.01344","196.01373","10.69010","0.00053"
"1.61600","0.01350","197.48151","10.77015","0.00053"
"1.63200","0.01362","198.78889","10.84145","0.00054"
"1.64800","0.01369","200.07362","10.91152","0.00054"
"1.66400","0.01381","201.22722","10.97443","0.00054"
"1.68000","0.01387","202.44009","11.04058","0.00055"
"1.69600","0.01400","203.73082","11.11097","0.00055"
"1.71200","0.01406","205.01633","11.18108","0.00055"
"1.72800","0.01419","206.34648","11.25363","0.00056"
"1.74400","0.01431","207.66536","11.32555","0.00056"
"1.76000","0.01444","209.27846","11.41353","0.00057"
"1.77600","0.01456","211.03746","11.50946","0.00057"
"1.79200","0.01469","212.77864","11.60442","0.00058"
"1.80800","0.01487","214.66176","11.70712","0.00059"
"1.82400","0.01500","216.70198","11.81839","0.00059"
"1.84000","0.01519","218.89775","11.93814","0.00060"
"1.85600","0.01537","221.22835","12.06525","0.00061"
"1.87200","0.01562","223.79607","12.20528","0.00062"
"1.88800","0.01581","226.66585","12.36179","0.00062"
"1.90400","0.01606","229.84981","12.53544","0.00063"
"1.92000","0.01625","232.94572","12.70428","0.00064"
"1.93600","0.01644","235.96873","12.86915","0.00065"
"1.95200","0.01656","238.68170","13.01711","0.00065"
"1.96800","0.01669","240.95955","13.14134","0.00066"
"1.98400","0.01675","242.75780","13.23941","0.00066"
"2.00000","0.01687","244.20061","13.31810","0.00066"
"2.01600","0.01694","245.50394","13.38918","0.00067"
"2.03200","0.01706","246.56059","13.44680","0.00067"
"2.04800","0.01712","247.57829","13.50231","0.00067"
"2.06400","0.01725","248.77844","13.56776","0.00068"
"2.08000","0.01737","250.06821","13.63810","0.00068"
"2.09600","0.01750","251.48294","13.71526","0.00069"
"2.11200","0.01762","252.92014","13.79364","0.00069"
"2.12800","0.01775","254.55852","13.88299","0.00070"
"2.14400","0.01787","256.32379","13.97926","0.00070"
"2.16000","0.01800","258.14423","14.07855","0.00071"
"2.17600","0.01812","259.76889","14.16715","0.00071"
"2.19200","0.01825","261.56302","14.26500","0.00072"
"2.20800","0.01844","263.43243","14.36695","0.00073"
"2.22400","0.01856","265.37103","14.47268","0.00073"
"2.24000","0.01875","267.32086","14.57902","0.00074"
"2.25600","0.01887","269.28339","14.68605","0.00074"
"2.27200","0.01906","271.36661","14.79966","0.00075"
"2.28800","0.01919","273.54135","14.91827","0.00076"
"2.30400","0.01931","275.51407","15.02585","0.00076"
"2.32000","0.01944","277.18793","15.11714","0.00077"
"2.33600","0.01950","278.63159","15.19588","0.00077"
"2.35200","0.01962","280.06366","15.27398","0.00077"
"2.36800","0.01975","281.38553","15.34607","0.00078"
"2.38400","0.01981","282.62610","15.41373","0.00078"
"2.40000","0.01994","283.82828","15.47929","0.00078"
"2.41600","0.02000","284.96472","15.54127","0.00079"
"2.43200","0.02012","286.19928","15.60860","0.00079"
"2.44800","0.02025","287.54544","15.68202","0.00080"
"2.46400","0.02037","288.89633","15.75569","0.00080"
"2.48000","0.02050","290.29294","15.83186","0.00081"
"2.49600","0.02062","291.81223","15.91471","0.00081"
"2.51200","0.02075","293.44818","16.00394","0.00082"
"2.52800","0.02094","295.14902","16.09669","0.00082"
"2.54400","0.02106","297.02136","16.19881","0.00083"
"2.56000","0.02125","299.13303","16.31397","0.00084"
"2.57600","0.02144","301.41599","16.43848","0.00084"
"2.59200","0.02162","303.80685","16.56887","0.00085"
"2.60800","0.02175","306.14438","16.69636","0.00086"
"2.62400","0.02194","308.38956","16.81880","0.00086"
"2.64000","0.02206","310.43738","16.93048","0.00087"
"2.65600","0.02225","312.38242","17.03656","0.00088"
"2.67200","0.02237","314.45126","17.14939","0.00088"
"2.68800","0.02250","316.38736","17.25498","0.00089"
"2.70400","0.02262","318.06235","17.34633","0.00089"
"2.72000","0.02275","319.43417","17.42115","0.00090"
"2.73600","0.02287","320.71060","17.49076","0.00090"
"2.75200","0.02300","322.28534","17.57664","0.00091"
"2.76800","0.02312","323.77826","17.65806","0.00091"
"2.78400","0.02325","325.49185","17.75152","0.00092"
"2.80000","0.02337","327.18298","17.84375","0.00092"
"2.81600","0.02350","328.82983","17.93356","0.00093"
"2.83200","0.02362","330.48062","18.02359","0.00093"
"2.84800","0.02381","332.18420","18.11650","0.00094"
"2.86400","0.02394","333.84146","18.20689","0.00094"
"2.88000","0.02412","335.70810","18.30869","0.00095"
"2.89600","0.02431","337.86530","18.42634","0.00096"
"2.91200","0.02444","340.02695","18.54423","0.00096"
"2.92800","0.02456","342.12106","18.65843","0.00097"
"2.94400","0.02469","343.92587","18.75686","0.00097"
"2.96000","0.02481","345.62000","18.84926","0.00098"
"2.97600","0.02494","347.03049","18.92618","0.00098"
"2.99200","0.02506","348.38535","19.00007","0.00099"
"3.00800","0.02519","349.76736","19.07545","0.00099"
"3.02400","0.02525","350.93744","19.13926","0.00099"
"3.04000","0.02537","352.12070","19.20379","0.00100"
"3.05600","0.02544","353.27536","19.26676","0.00100"
"3.07200","0.02556","354.32129","19.32380","0.00101"
"3.08800","0.02569","355.30246","19.37732","0.00101"
"3.10400","0.02575","356.29083","19.43122","0.00101"
"3.12000","0.02587","357.31317","19.48697","0.00102"
"3.13600","0.02594","358.37167","19.54470","0.00102"
"3.15200","0.02606","359.67395","19.61572","0.00103"
"3.16800","0.02619","360.85568","19.68017","0.00103"
"3.18400","0.02631","362.05490","19.74558","0.00104"
"3.20000","0.02644","363.37411","19.81752","0.00104"
"3.21600","0.02656","364.84421","19.89770","0.00105"
"3.23200","0.02675","366.67914","19.99777","0.00105"
"3.24800","0.02687","368.43372","20.09346","0.00106"
"3.26400","0.02706","370.26367","20.19326","0.00107"
"3.28000","0.02725","372.26215","20.30225","0.00107"
"3.29600","0.02744","374.55264","20.42717","0.00108"
"3.31200","0.02769","377.13260","20.56788","0.00109"
"3.32800","0.02787","379.91376","20.71955","0.00110"
"3.34400","0.02812","382.82065","20.87809","0.00111"
"3.36000","0.02831","385.62436","21.03100","0.00111"
"3.37600","0.02844","388.04889","21.16323","0.00112"
"3.39200","0.02856","389.99884","21.26957","0.00112"
"3.40800","0.02862","391.44461","21.34842","0.00113"
"3.42400","0.02875","392.57022","21.40981","0.00113"
"3.44000","0.02881","393.48648","21.45978","0.00113"
"3.45600","0.02894","394.16571","21.49682","0.00114"
"3.47200","0.02900","394.88492","21.53605","0.00114"
"3.48800","0.02912","395.76587","21.58409","0.00115"
"3.50400","0.02919","396.84073","21.64271","0.00115"
"3.52000","0.02931","398.07428","21.70998","0.00115"
"3.53600","0.02944","399.42706","21.78376","0.00116"
"3.55200","0.02956","400.70227","21.85331","0.00116"
"3.56800","0.02969","402.04306","21.92643","0.00117"
"3.58400","0.02987","403.50491","22.00616","0.00118"
"3.60000","0.03000","405.10907","22.09365","0.00118"
"3.61600","0.03019","406.92920","22.19291","0.00119"
"3.63200","0.03031","408.68024","22.28841","0.00119"
"3.64800","0.03050","410.54562","22.39014","0.00120"
"3.66400","0.03062","412.33630","22.48780","0.00121"
"3.68000","0.03081","414.26202","22.59282","0.00121"
"3.69600","0.03094","416.28006","22.70288","0.00122"
"3.71200","0.03112","418.12369","22.80343","0.00123"
"3.72800","0.03119","419.67877","22.88824","0.00123"
"3.74400","0.03131","421.05234","22.96315","0.00123"
"3.76000","0.03144","422.19614","23.02553","0.00124"
"3.77600","0.03150","423.12225","23.07604","0.00124"
"3.79200","0.03156","424.00146","23.12399","0.00124"
"3.80800","0.03169","425.00287","23.17860","0.00125"
"3.82400","0.03181","425.95160","23.23034","0.00125"
"3.84000","0.03187","426.83362","23.27845","0.00125"
"3.85600","0.03200","427.85077","23.33392","0.00126"
"3.87200","0.03212","428.96295","23.39458","0.00126"
"3.88800","0.03225","430.11258","23.45727","0.00127"
"3.90400","0.03231","431.23499","23.51849","0.00127"
"3.92000","0.03244","432.43784","23.58409","0.00128"
"3.93600","0.03256","433.82849","23.65993","0.00128"
"3.95200","0.03275","435.47388","23.74967","0.00129"
"3.96800","0.03287","436.87463","23.82606","0.00129"
"3.98400","0.03306","438.23431","23.90021","0.00130"
"4.00000","0.03319","439.95203","23.99389","0.00131"
"4.01600","0.03337","441.99725","24.10543","0.00131"
"4.03200","0.03356","444.12128","24.22127","0.00132"
"4.04800","0.03375","446.34076","24.34232","0.00133"
"4.06400","0.03387","448.52634","24.46151","0.00133"
"4.08000","0.03406","450.38400","24.56283","0.00134"
"4.09600","0.03419","452.17242","24.66036","0.00135"
"4.11200","0.03431","453.76578","24.74726","0.00135"
"4.12800","0.03444","455.21176","24.82612","0.00136"
"4.14400","0.03456","456.57922","24.90070","0.00136"
"4.16000","0.03469","457.81689","24.96820","0.00137"
"4.17600","0.03487","459.00931","25.03323","0.00137"
"4.19200","0.03494","460.42996","25.11071","0.00138"
"4.20800","0.03512","461.89618","25.19067","0.00138"
"4.22400","0.03525","463.29111","25.26675","0.00139"
"4.24000","0.03537","464.63776","25.34019","0.00139"
"4.25600","0.03550","465.93146","25.41075","0.00140"
"4.27200","0.03562","467.28891","25.48478","0.00140"
"4.28800","0.03581","468.71713","25.56267","0.00141"
"4.30400","0.03600","470.26807","25.64725","0.00142"
"4.32000","0.03612","472.08417","25.74630","0.00142"
"4.33600","0.03631","474.05389","25.85372","0.00143"
"4.35200","0.03644","475.85861","25.95215","0.00143"
"4.36800","0.03656","477.64288","26.04946","0.00144"
"4.38400","0.03669","479.09076","26.12842","0.00144"
"4.40000","0.03681","480.33475","26.19627","0.00145"
"4.41600","0.03694","481.57327","26.26381","0.00145"
"4.43200","0.03706","482.65433","26.32277","0.00146"
"4.44800","0.03712","483.64966","26.37705","0.00146"
"4.46400","0.03725","484.76947","26.43813","0.00147"
"4.48000","0.03737","485.70953","26.48939","0.00147"
"4.49600","0.03744","486.78058","26.54781","0.00147"
"4.51200","0.03756","487.74387","26.60034","0.00148"
"4.52800","0.03762","488.55673","26.64467","0.00148"
"4.54400","0.03775","489.32959","26.68682","0.00149"
"4.56000","0.03787","490.18198","26.73331","0.00149"
"4.57600","0.03794","491.03644","26.77991","0.00149"
"4.59200","0.03806","491.97525","26.83111","0.00150"
"4.60800","0.03819","493.09229","26.89203","0.00150"
"4.62400","0.03831","494.50787","26.96923","0.00151"
"4.64000","0.03844","495.91934","27.04621","0.00151"
"4.65600","0.03862","497.34750","27.12410","0.00152"
"4.67200","0.03875","498.80185","27.20342","0.00153"
"4.68800","0.03894","500.32767","27.28663","0.00153"
"4.70400","0.03912","501.99841","27.37775","0.00154"
"4.72000","0.03931","504.03229","27.48867","0.00155"
"4.73600","0.03956","506.43655","27.61979","0.00156"
"4.75200","0.03981","508.96466","27.75767","0.00157"
"4.76800","0.04000","511.54251","27.89826","0.00157"
"4.78400","0.04019","514.10254","28.03788","0.00158"
"4.80000","0.04031","516.41064","28.16376","0.00159"
"4.81600","0.04044","518.08759","28.25521","0.00159"
"4.83200","0.04056","519.34027","28.32353","0.00160"
"4.84800","0.04062","520.30139","28.37595","0.00160"
"4.86400","0.04069","520.91315","28.40931","0.00160"
"4.88000","0.04081","521.45898","28.43908","0.00161"
"4.89600","0.04087","522.03656","28.47058","0.00161"
"4.91200","0.04100","522.77509","28.51086","0.00161"
"4.92800","0.04112","523.53375","28.55223","0.00162"
"4.94400","0.04119","524.28058","28.59296","0.00162"
"4.96000","0.04131","525.18176","28.64211","0.00163"
"4.97600","0.04144","526.28296","28.70217","0.00163"
"4.99200","0.04156","527.53308","28.77035","0.00164"
"5.00800","0.04175","528.81183","28.84009","0.00164"
"5.02400","0.04187","530.28448","28.92040","0.00165"
"5.04000","0.04200","531.69440","28.99729","0.00165"
"5.05600","0.04219","533.16571","29.07754","0.00166"
"5.07200","0.04231","534.67108","29.15964","0.00167"
"5.08800","0.04250","536.17163","29.24147","0.00167"
"5.10400","0.04262","537.79443","29.32998","0.00168"
"5.12000","0.04281","539.41718","29.41848","0.00169"
"5.13600","0.04294","540.97278","29.50331","0.00169"
"5.15200","0.04306","542.67200","29.59599","0.00170"
"5.16800","0.04319","544.10101","29.67392","0.00170"
"5.18400","0.04331","545.08423","29.72754","0.00171"
"5.20000","0.04337","546.09637","29.78274","0.00171"
"5.21600","0.04350","546.86957","29.82491","0.00171"
"5.23200","0.04356","547.56384","29.86277","0.00172"
"5.24800","0.04369","548.36157","29.90628","0.00172"
"5.26400","0.04375","549.20404","29.95223","0.00172"
"5.28000","0.04387","550.00281","29.99579","0.00173"
"5.29600","0.04400","550.78571","30.03849","0.00173"
"5.31200","0.04412","551.50360","30.07764","0.00174"
"5.32800","0.04419","552.54376","30.13437","0.00174"
"5.34400","0.04431","553.55786","30.18967","0.00174"
"5.36000","0.04444","554.53363","30.24289","0.00175"
"5.37600","0.04456","555.66766","30.30474","0.00175"
"5.39200","0.04475","556.89539","30.37169","0.00176"
"5.40800","0.04487","558.39221","30.45333","0.00177"
"5.42400","0.04506","560.03162","30.54274","0.00177"
"5.44000","0.04525","561.73364","30.63556","0.00178"
"5.45600","0.04544","563.61725","30.73829","0.00179"
"5.47200","0.04556","565.51318","30.84169","0.00179"
"5.48800","0.04575","567.43158","30.94631","0.00180"
"5.50400","0.04594","569.12891","31.03888","0.00181"
"5.52000","0.04606","570.74207","31.12686","0.00181"
"5.53600","0.04619","572.25433","31.20933","0.00182"
"5.55200","0.04631","573.52081","31.27840","0.00182"
"5.56800","0.04644","574.83472","31.35006","0.00183"
"5.58400","0.04656","575.96802","31.41187","0.00183"
"5.60000","0.04675","577.10822","31.47405","0.00184"
"5.61600","0.04687","578.39404","31.54418","0.00185"
"5.63200","0.04700","579.64313","31.61230","0.00185"
"5.64800","0.04712","580.87781","31.67964","0.00186"
"5.66400","0.04725","582.21924","31.75279","0.00186"
"5.68000","0.04744","583.44391","31.81958","0.00187"
"5.69600","0.04756","584.61505","31.88346","0.00187"
"5.71200","0.04775","585.85236","31.95094","0.00188"
"5.72800","0.04787","587.22144","32.02560","0.00188"
"5.74400","0.04800","588.54938","32.09802","0.00189"
"5.76000","0.04819","590.13300","32.18439","0.00190"
"5.77600","0.04831","591.63092","32.26608","0.00190"
"5.79200","0.04844","593.00562","32.34106","0.00191"
"5.80800","0.04862","594.31555","32.41250","0.00191"
"5.82400","0.04875","595.59314","32.48217","0.00192"
"5.84000","0.04887","597.00629","32.55924","0.00192"
"5.85600","0.04894","598.02405","32.61475","0.00193"
"5.87200","0.04906","598.86731","32.66074","0.00193"
"5.88800","0.04912","599.50085","32.69529","0.00193"
"5.90400","0.04925","600.00751","32.72292","0.00194"
"5.92000","0.04931","600.62897","32.75681","0.00194"
"5.93600","0.04944","601.30731","32.79381","0.00195"
"5.95200","0.04950","601.98157","32.83058","0.00195"
"5.96800","0.04962","602.74048","32.87197","0.00195"
"5.98400","0.04969","603.35388","32.90543","0.00196"
"6.00000","0.04981","603.92499","32.93657","0.00196"
"6.01600","0.04994","604.67834","32.97766","0.00197"
"6.03200","0.05006","605.62415","33.02924","0.00197"
"6.04800","0.05019","606.57135","33.08090","0.00198"
"6.06400","0.05031","607.71881","33.14348","0.00198"
"6.08000","0.05044","608.92560","33.20929","0.00199"
"6.09600","0.05062","610.26208","33.28218","0.00199"
"6.11200","0.05075","611.78656","33.36532","0.00200"
"6.12800","0.05094","613.33429","33.44973","0.00201"
"6.14400","0.05112","615.06934","33.54436","0.00201"
"6.16000","0.05137","617.01678","33.65057","0.00202"
"6.17600","0.05156","619.14294","33.76652","0.00203"
"6.19200","0.05175","621.29425","33.88385","0.00204"
"6.20800","0.05194","623.38446","33.99784","0.00204"
"6.22400","0.05212","625.53809","34.11530","0.00205"
"6.24000","0.05225","627.38629","34.21609","0.00206"
"6.25600","0.05237","628.79578","34.29296","0.00206"
"6.27200","0.05250","629.78363","34.34684","0.00207"
"6.28800","0.05256","630.39404","34.38013","0.00207"
"6.30400","0.05269","630.82104","34.40342","0.00207"
"6.32000","0.05275","631.26868","34.42783","0.00208"
"6.33600","0.05287","631.85773","34.45995","0.00208"
"6.35200","0.05294","632.37030","34.48791","0.00208"
"6.36800","0.05306","632.99133","34.52178","0.00209"
"6.38400","0.05319","633.81836","34.56688","0.00209"
"6.40000","0.05331","634.54895","34.60673","0.00210"
"6.41600","0.05344","635.34155","34.64995","0.00210"
"6.43200","0.05356","636.38599","34.70691","0.00211"
"6.44800","0.05369","637.48108","34.76664","0.00211"
"6.46400","0.05387","638.63843","34.82976","0.00212"
"6.48000","0.05400","640.05145","34.90682","0.00213"
"6.49600","0.05412","641.49933","34.98578","0.00213"
"6.51200","0.05431","642.92786","35.06369","0.00214"
"6.52800","0.05450","644.56500","35.15298","0.00215"
"6.54400","0.05462","646.23218","35.24390","0.00215"
"6.56000","0.05475","647.49463","35.31275","0.00216"
"6.57600","0.05494","648.72662","35.37994","0.00216"
"6.59200","0.05506","649.96912","35.44770","0.00217"
"6.60800","0.05512","650.98596","35.50316","0.00217"
"6.62400","0.05525","651.80450","35.54780","0.00218"
"6.64000","0.05537","652.57343","35.58974","0.00218"
"6.65600","0.05544","653.19562","35.62367","0.00218"
"6.67200","0.05556","653.91492","35.66290","0.00219"
"6.68800","0.05569","654.57013","35.69863","0.00219"
"6.70400","0.05575","655.21912","35.73403","0.00219"
"6.72000","0.05587","655.98102","35.77558","0.00220"
"6.73600","0.05600","656.64276","35.81167","0.00220"
"6.75200","0.05612","657.30957","35.84803","0.00221"
"6.76800","0.05619","658.08496","35.89032","0.00221"
"6.78400","0.05637","658.96313","35.93822","0.00222"
"6.80000","0.05650","660.08398","35.99934","0.00222"
"6.81600","0.05662","661.11981","36.05584","0.00223"
"6.83200","0.05681","662.35516","36.12321","0.00224"
"6.84800","0.05694","663.67487","36.19518","0.00224"
"6.86400","0.05712","665.14441","36.27533","0.00225"
"6.88000","0.05731","666.75848","36.36335","0.00226"
"6.89600","0.05750","668.29553","36.44718","0.00226"
"6.91200","0.05762","669.94940","36.53738","0.00227"
"6.92800","0.05781","671.65393","36.63034","0.00228"
"6.94400","0.05794","673.27313","36.71865","0.00228"
"6.96000","0.05806","674.70551","36.79676","0.00229"
"6.97600","0.05825","675.80304","36.85662","0.00229"
"6.99200","0.05837","676.86731","36.91467","0.00230"
"7.00800","0.05850","677.80615","36.96587","0.00230"
"7.02400","0.05862","678.68195","37.01363","0.00231"
"7.04000","0.05875","679.58643","37.06296","0.00231"
"7.05600","0.05887","680.51459","37.11358","0.00232"
"7.07200","0.05900","681.41260","37.16255","0.00232"
"7.08800","0.05912","682.32159","37.21213","0.00233"
"7.10400","0.05925","683.23273","37.26182","0.00233"
"7.12000","0.05937","684.33649","37.32201","0.00234"
"7.13600","0.05956","685.42987","37.38165","0.00234"
"7.15200","0.05969","686.65857","37.44865","0.00235"
"7.16800","0.05987","687.95349","37.51928","0.00236"
"7.18400","0.06000","689.14154","37.58407","0.00236"
"7.20000","0.06012","690.35358","37.65017","0.00237"
"7.21600","0.06031","691.65918","37.72138","0.00237"
"7.23200","0.06044","692.82935","37.78519","0.00238"
"7.24800","0.06056","693.91412","37.84436","0.00238"
"7.26400","0.06069","694.78693","37.89196","0.00239"
"7.28000","0.06081","695.74060","37.94397","0.00239"
"7.29600","0.06094","696.51312","37.98610","0.00240"
"7.31200","0.06100","697.21082","38.02415","0.00240"
"7.32800","0.06112","697.90033","38.06175","0.00241"
"7.34400","0.06119","698.50153","38.09454","0.00241"
"7.36000","0.06131","699.09937","38.12715","0.00241"
"7.37600","0.06137","699.61902","38.15549","0.00242"
"7.39200","0.06150","700.15155","38.18453","0.00242"
"7.40800","0.06156","700.61230","38.20966","0.00242"
"7.42400","0.06169","701.11670","38.23717","0.00243"
"7.44000","0.06181","701.75732","38.27211","0.00243"
"7.45600","0.06194","702.51221","38.31327","0.00244"
"7.47200","0.06206","703.35730","38.35936","0.00244"
"7.48800","0.06219","704.28217","38.40980","0.00245"
"7.50400","0.06231","705.23474","38.46175","0.00245"
"7.52000","0.06250","706.51495","38.53157","0.00246"
"7.53600","0.06262","707.74518","38.59867","0.00247"
"7.55200","0.06281","709.04913","38.66978","0.00247"
"7.56800","0.06300","710.49872","38.74884","0.00248"
"7.58400","0.06319","712.03076","38.83239","0.00249"
"7.60000","0.06337","713.88446","38.93349","0.00250"
"7.61600","0.06362","715.85065","39.04072","0.00250"
"7.63200","0.06381","717.85449","39.15001","0.00251"
"7.64800","0.06400","719.71698","39.25158","0.00252"
"7.66400","0.06412","721.40906","39.34386","0.00252"
"7.68000","0.06425","722.82465","39.42106","0.00253"
"7.69600","0.06437","723.92401","39.48102","0.00253"
"7.71200","0.06444","724.40399","39.50720","0.00254"
"7.72800","0.06456","724.74615","39.52586","0.00254"
"7.74400","0.06462","725.10229","39.54528","0.00254"
"7.76000","0.06475","725.41571","39.56237","0.00255"
"7.77600","0.06481","725.72064","39.57901","0.00255"
"7.79200","0.06494","726.27216","39.60908","0.00256"
"7.80800","0.06506","726.90833","39.64378","0.00256"
"7.82400","0.06519","727.56750","39.67973","0.00257"
"7.84000","0.06531","728.38977","39.72457","0.00257"
"7.85600","0.06544","729.22217","39.76997","0.00258"
"7.87200","0.06562","730.24268","39.82563","0.00258"
"7.88800","0.06575","731.38220","39.88777","0.00259"
"7.90400","0.06594","732.60468","39.95444","0.00260"
"7.92000","0.06606","734.01337","40.03127","0.00260"
"7.93600","0.06625","735.39185","40.10645","0.00261"
"7.95200","0.06644","736.70746","40.17820","0.00262"
"7.96800","0.06656","737.94427","40.24565","0.00262"
"7.98400","0.06669","739.06274","40.30665","0.00263"
"8.00000","0.06681","740.09619","40.36301","0.00263"
"8.01600","0.06694","740.95551","40.40988","0.00264"
"8.03200","0.06706","741.78925","40.45535","0.00264"
"8.04800","0.06712","742.39490","40.48838","0.00264"
"8.06400","0.06725","742.82147","40.51164","0.00265"
"8.08000","0.06731","743.16370","40.53030","0.00265"
"8.09600","0.06744","743.56555","40.55222","0.00266"
"8.11200","0.06756","744.08350","40.58047","0.00266"
"8.12800","0.06762","744.67456","40.61271","0.00266"
"8.14400","0.06775","745.29059","40.64630","0.00267"
"8.16000","0.06781","745.82440","40.67542","0.00267"
"8.17600","0.06794","746.35101","40.70413","0.00267"
"8.19200","0.06806","747.03961","40.74169","0.00268"
"8.20800","0.06819","747.76294","40.78114","0.00268"
