Time,Extension,Load,Tensile stress,Tensile strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-0.77403","-0.07011","0.00000"
"0.01600","0.00000","-0.71579","-0.06484","0.00000"
"0.03200","0.00000","-0.77625","-0.07031","0.00000"
"0.04800","0.00000","-0.65445","-0.05928","0.00000"
"0.06400","0.00000","-0.67051","-0.06073","0.00000"
"0.08000","0.00000","-0.70503","-0.06386","0.00000"
"0.09600","0.00012","-0.64592","-0.05851","0.00000"
"0.11200","0.00019","-0.45685","-0.04138","0.00001"
"0.12800","0.00025","-0.21301","-0.01929","0.00001"
"0.14400","0.00037","0.56847","0.05149","0.00001"
"0.16000","0.00056","1.64258","0.14878","0.00002"
"0.17600","0.00075","3.31162","0.29997","0.00003"
"0.19200","0.00100","5.85538","0.53038","0.00004"
"0.20800","0.00125","8.92164","0.80812","0.00005"
"0.22400","0.00144","11.92821","1.08045","0.00006"
"0.24000","0.00156","14.67199","1.32898","0.00006"
"0.25600","0.00175","17.02196","1.54184","0.00007"
"0.27200","0.00187","19.13012","1.73280","0.00007"
"0.28800","0.00200","21.08837","1.91018","0.00008"
"0.30400","0.00219","22.90824","2.07502","0.00009"
"0.32000","0.00237","24.86398","2.25217","0.00009"
"0.33600","0.00250","26.91321","2.43779","0.00010"
"0.35200","0.00269","29.05744","2.63201","0.00011"
"0.36800","0.00287","31.45573","2.84925","0.00011"
"0.38400","0.00312","33.95572","3.07570","0.00012"
"0.40000","0.00331","36.55995","3.31159","0.00013"
"0.41600","0.00350","39.04277","3.53648","0.00014"
"0.43200","0.00369","41.70139","3.77730","0.00015"
"0.44800","0.00387","44.27747","4.01064","0.00015"
"0.46400","0.00406","46.72412","4.23226","0.00016"
"0.48000","0.00419","48.84187","4.42408","0.00016"
"0.49600","0.00431","50.71574","4.59382","0.00017"
"0.51200","0.00444","52.59183","4.76375","0.00017"
"0.52800","0.00456","54.24350","4.91336","0.00018"
"0.54400","0.00469","55.83799","5.05779","0.00018"
"0.56000","0.00481","57.42014","5.20110","0.00019"
"0.57600","0.00494","58.92195","5.33713","0.00019"
"0.59200","0.00506","60.58925","5.48816","0.00020"
"0.60800","0.00519","62.10360","5.62533","0.00020"
"0.62400","0.00531","63.66713","5.76695","0.00021"
"0.64000","0.00544","65.35709","5.92003","0.00021"
"0.65600","0.00562","67.09720","6.07764","0.00022"
"0.67200","0.00581","68.82304","6.23397","0.00023"
"0.68800","0.00594","70.67145","6.40140","0.00023"
"0.70400","0.00612","72.82864","6.59680","0.00024"
"0.72000","0.00625","75.10716","6.80318","0.00025"
"0.73600","0.00644","77.30669","7.00242","0.00025"
"0.75200","0.00656","79.17150","7.17133","0.00026"
"0.76800","0.00669","80.98316","7.33543","0.00026"
"0.78400","0.00681","82.63657","7.48520","0.00027"
"0.80000","0.00687","84.11736","7.61933","0.00027"
"0.81600","0.00700","85.31772","7.72805","0.00028"
"0.83200","0.00706","86.45490","7.83106","0.00028"
"0.84800","0.00719","87.50742","7.92640","0.00028"
"0.86400","0.00725","88.79726","8.04323","0.00029"
"0.88000","0.00737","90.03358","8.15522","0.00029"
"0.89600","0.00750","91.17144","8.25828","0.00030"
"0.91200","0.00756","92.38693","8.36838","0.00030"
"0.92800","0.00769","93.68121","8.48562","0.00030"
"0.94400","0.00781","95.12449","8.61635","0.00031"
"0.96000","0.00794","96.60595","8.75054","0.00031"
"0.97600","0.00806","98.06938","8.88310","0.00032"
"0.99200","0.00819","99.76272","9.03648","0.00032"
"1.00800","0.00837","101.33724","9.17910","0.00033"
"1.02400","0.00850","102.99721","9.32946","0.00033"
"1.04000","0.00869","104.92103","9.50372","0.00034"
"1.05600","0.00887","107.04815","9.69639","0.00035"
"1.07200","0.00912","109.31876","9.90206","0.00036"
"1.08800","0.00931","111.84164","10.13058","0.00037"
"1.10400","0.00950","114.35700","10.35842","0.00037"
"1.12000","0.00969","116.90816","10.58951","0.00038"
"1.13600","0.00987","119.28735","10.80501","0.00039"
"1.15200","0.01000","121.42747","10.99887","0.00039"
"1.16800","0.01012","123.28437","11.16706","0.00040"
"1.18400","0.01019","124.85330","11.30918","0.00040"
"1.20000","0.01031","126.25271","11.43593","0.00041"
"1.21600","0.01037","127.46077","11.54536","0.00041"
"1.23200","0.01050","128.49496","11.63904","0.00041"
"1.24800","0.01062","129.64816","11.74349","0.00042"
"1.26400","0.01069","130.75371","11.84363","0.00042"
"1.28000","0.01081","132.03294","11.95951","0.00043"
"1.29600","0.01094","133.54218","12.09621","0.00043"
"1.31200","0.01106","134.87253","12.21671","0.00044"
"1.32800","0.01119","136.12149","12.32985","0.00044"
"1.34400","0.01131","137.49986","12.45470","0.00045"
"1.36000","0.01144","139.07698","12.59755","0.00045"
"1.37600","0.01156","140.79482","12.75315","0.00046"
"1.39200","0.01175","142.52673","12.91003","0.00046"
"1.40800","0.01187","144.22923","13.06424","0.00047"
"1.42400","0.01200","145.96645","13.22160","0.00047"
"1.44000","0.01219","147.75478","13.38358","0.00048"
"1.45600","0.01231","149.44270","13.53648","0.00048"
"1.47200","0.01250","151.27820","13.70273","0.00049"
"1.48800","0.01262","152.94569","13.85378","0.00050"
"1.50400","0.01275","154.69226","14.01198","0.00050"
"1.52000","0.01287","156.37547","14.16444","0.00051"
"1.53600","0.01300","157.84749","14.29778","0.00051"
"1.55200","0.01312","159.20598","14.42083","0.00052"
"1.56800","0.01319","160.49168","14.53729","0.00052"
"1.58400","0.01331","161.77507","14.65354","0.00052"
"1.60000","0.01344","162.99683","14.76420","0.00053"
"1.61600","0.01350","164.21695","14.87472","0.00053"
"1.63200","0.01362","165.29378","14.97226","0.00054"
"1.64800","0.01375","166.41069","15.07343","0.00054"
"1.66400","0.01381","167.41113","15.16405","0.00054"
"1.68000","0.01394","168.68237","15.27920","0.00055"
"1.69600","0.01406","170.16606","15.41359","0.00055"
"1.71200","0.01419","171.72429","15.55474","0.00056"
"1.72800","0.01437","173.15146","15.68401","0.00057"
"1.74400","0.01450","174.60312","15.81550","0.00057"
"1.76000","0.01462","176.19173","15.95940","0.00058"
"1.77600","0.01481","177.99684","16.12290","0.00058"
"1.79200","0.01500","179.99019","16.30346","0.00059"
"1.80800","0.01519","182.00813","16.48624","0.00060"
"1.82400","0.01537","183.99704","16.66640","0.00061"
"1.84000","0.01556","186.13622","16.86016","0.00061"
"1.85600","0.01569","188.34143","17.05991","0.00062"
"1.87200","0.01587","190.56151","17.26101","0.00062"
"1.88800","0.01600","192.43268","17.43050","0.00063"
"1.90400","0.01612","194.19719","17.59032","0.00063"
"1.92000","0.01625","195.74094","17.73016","0.00064"
"1.93600","0.01637","197.21449","17.86363","0.00064"
"1.95200","0.01650","198.61552","17.99054","0.00065"
"1.96800","0.01662","199.81503","18.09919","0.00065"
"1.98400","0.01675","201.03947","18.21010","0.00066"
"2.00000","0.01687","202.23413","18.31831","0.00066"
"2.01600","0.01700","203.61194","18.44311","0.00067"
"2.03200","0.01712","205.15938","18.58328","0.00067"
"2.04800","0.01731","206.60399","18.71413","0.00068"
"2.06400","0.01744","208.11362","18.85087","0.00069"
"2.08000","0.01762","209.79404","19.00308","0.00069"
"2.09600","0.01775","211.69258","19.17505","0.00070"
"2.11200","0.01794","213.67967","19.35504","0.00071"
"2.12800","0.01806","215.68199","19.53641","0.00071"
"2.14400","0.01825","217.48923","19.70011","0.00072"
"2.16000","0.01837","219.10791","19.84673","0.00072"
"2.17600","0.01844","220.44810","19.96813","0.00073"
"2.19200","0.01856","221.62289","20.07454","0.00073"
"2.20800","0.01869","222.81322","20.18236","0.00074"
"2.22400","0.01875","223.94952","20.28528","0.00074"
"2.24000","0.01887","224.80388","20.36267","0.00074"
"2.25600","0.01894","225.64075","20.43847","0.00075"
"2.27200","0.01906","226.56151","20.52188","0.00075"
"2.28800","0.01912","227.62271","20.61800","0.00075"
"2.30400","0.01925","228.61246","20.70765","0.00076"
"2.32000","0.01931","229.60873","20.79789","0.00076"
"2.33600","0.01944","230.58893","20.88668","0.00077"
"2.35200","0.01956","231.74724","20.99160","0.00077"
"2.36800","0.01969","232.82559","21.08928","0.00078"
"2.38400","0.01981","234.01398","21.19692","0.00078"
"2.40000","0.01994","235.28665","21.31220","0.00078"
"2.41600","0.02006","236.66890","21.43740","0.00079"
"2.43200","0.02019","238.16530","21.57294","0.00079"
"2.44800","0.02037","239.69547","21.71155","0.00080"
"2.46400","0.02050","241.36606","21.86287","0.00081"
"2.48000","0.02069","243.01773","22.01248","0.00081"
"2.49600","0.02087","244.88571","22.18168","0.00082"
"2.51200","0.02112","247.02632","22.37557","0.00083"
"2.52800","0.02131","249.37619","22.58842","0.00084"
"2.54400","0.02150","251.77063","22.80531","0.00085"
"2.56000","0.02169","254.04752","23.01155","0.00085"
"2.57600","0.02187","256.22949","23.20919","0.00086"
"2.59200","0.02200","258.03180","23.37245","0.00087"
"2.60800","0.02212","259.53775","23.50885","0.00087"
"2.62400","0.02219","260.84177","23.62697","0.00087"
"2.64000","0.02231","261.96182","23.72843","0.00088"
"2.65600","0.02237","262.82327","23.80646","0.00088"
"2.67200","0.02250","263.65555","23.88184","0.00089"
"2.68800","0.02262","264.41238","23.95040","0.00089"
"2.70400","0.02269","265.38522","24.03852","0.00089"
"2.72000","0.02281","266.36945","24.12767","0.00090"
"2.73600","0.02294","267.60828","24.23988","0.00090"
"2.75200","0.02306","268.89157","24.35612","0.00091"
"2.76800","0.02319","270.23996","24.47826","0.00091"
"2.78400","0.02337","271.58746","24.60031","0.00092"
"2.80000","0.02350","272.95697","24.72436","0.00093"
"2.81600","0.02362","274.25473","24.84191","0.00093"
"2.83200","0.02375","275.69482","24.97236","0.00094"
"2.84800","0.02387","277.12140","25.10158","0.00094"
"2.86400","0.02406","278.69592","25.24420","0.00095"
"2.88000","0.02419","280.31937","25.39125","0.00095"
"2.89600","0.02431","281.88693","25.53324","0.00096"
"2.91200","0.02450","283.31085","25.66221","0.00096"
"2.92800","0.02462","284.64658","25.78321","0.00097"
"2.94400","0.02475","286.10126","25.91497","0.00097"
"2.96000","0.02487","287.59985","26.05071","0.00098"
"2.97600","0.02500","288.97168","26.17497","0.00098"
"2.99200","0.02512","290.14948","26.28166","0.00099"
"3.00800","0.02519","291.17950","26.37496","0.00099"
"3.02400","0.02531","292.03674","26.45260","0.00100"
"3.04000","0.02544","293.09195","26.54818","0.00100"
"3.05600","0.02550","294.18024","26.64676","0.00100"
"3.07200","0.02562","295.18387","26.73767","0.00101"
"3.08800","0.02575","296.09915","26.82058","0.00101"
"3.10400","0.02581","297.10641","26.91181","0.00102"
"3.12000","0.02594","298.21960","27.01265","0.00102"
"3.13600","0.02606","299.28888","27.10950","0.00103"
"3.15200","0.02625","300.55008","27.22374","0.00103"
"3.16800","0.02637","302.04431","27.35909","0.00104"
"3.18400","0.02656","303.65317","27.50482","0.00105"
"3.20000","0.02675","305.31003","27.65489","0.00105"
"3.21600","0.02694","307.04233","27.81181","0.00106"
"3.23200","0.02706","308.77386","27.96865","0.00107"
"3.24800","0.02725","310.62988","28.13676","0.00107"
"3.26400","0.02744","312.63443","28.31834","0.00108"
"3.28000","0.02762","314.56345","28.49307","0.00109"
"3.29600","0.02775","316.30682","28.65098","0.00109"
"3.31200","0.02787","317.90848","28.79606","0.00110"
"3.32800","0.02800","319.41742","28.93274","0.00110"
"3.34400","0.02812","320.74738","29.05320","0.00111"
"3.36000","0.02825","321.81357","29.14978","0.00111"
"3.37600","0.02837","322.78625","29.23789","0.00112"
"3.39200","0.02850","323.77164","29.32714","0.00112"
"3.40800","0.02862","324.88965","29.42841","0.00113"
"3.42400","0.02875","326.02335","29.53110","0.00113"
"3.44000","0.02887","327.25677","29.64282","0.00114"
"3.45600","0.02900","328.42010","29.74820","0.00114"
"3.47200","0.02912","329.71323","29.86533","0.00115"
"3.48800","0.02925","330.96487","29.97870","0.00115"
"3.50400","0.02944","332.41586","30.11013","0.00116"
"3.52000","0.02962","334.13351","30.26572","0.00117"
"3.53600","0.02981","335.72211","30.40961","0.00117"
"3.55200","0.02994","337.44949","30.56608","0.00118"
"3.56800","0.03012","339.11871","30.71728","0.00119"
"3.58400","0.03025","340.75873","30.86583","0.00119"
"3.60000","0.03037","342.27048","31.00276","0.00120"
"3.61600","0.03050","343.51624","31.11560","0.00120"
"3.63200","0.03056","344.65982","31.21919","0.00120"
"3.64800","0.03069","345.64798","31.30869","0.00121"
"3.66400","0.03075","346.60580","31.39545","0.00121"
"3.68000","0.03087","347.43109","31.47021","0.00122"
"3.69600","0.03094","348.18118","31.53815","0.00122"
"3.71200","0.03106","348.88141","31.60158","0.00122"
"3.72800","0.03112","349.61774","31.66827","0.00123"
"3.74400","0.03125","350.49066","31.74734","0.00123"
"3.76000","0.03131","351.26389","31.81738","0.00123"
"3.77600","0.03144","352.13840","31.89660","0.00124"
"3.79200","0.03156","353.07413","31.98135","0.00124"
"3.80800","0.03169","353.99432","32.06470","0.00125"
"3.82400","0.03181","354.97421","32.15346","0.00125"
"3.84000","0.03194","356.15866","32.26075","0.00126"
"3.85600","0.03206","357.36026","32.36959","0.00126"
"3.87200","0.03225","358.65106","32.48651","0.00127"
"3.88800","0.03237","360.15424","32.62267","0.00127"
"3.90400","0.03256","361.75412","32.76758","0.00128"
"3.92000","0.03275","363.43866","32.92017","0.00129"
"3.93600","0.03294","365.34738","33.09306","0.00130"
"3.95200","0.03319","367.40918","33.27982","0.00131"
"3.96800","0.03337","369.39249","33.45947","0.00131"
"3.98400","0.03356","371.41315","33.64249","0.00132"
"4.00000","0.03369","373.54489","33.83559","0.00133"
"4.01600","0.03387","375.29309","33.99394","0.00133"
"4.03200","0.03394","376.75162","34.12605","0.00134"
"4.04800","0.03406","377.85660","34.22614","0.00134"
"4.06400","0.03419","378.84094","34.31530","0.00135"
"4.08000","0.03425","379.62466","34.38629","0.00135"
"4.09600","0.03437","380.34225","34.45129","0.00135"
"4.11200","0.03450","381.00641","34.51145","0.00136"
"4.12800","0.03456","381.84485","34.58739","0.00136"
"4.14400","0.03469","382.88037","34.68119","0.00137"
"4.16000","0.03481","384.04147","34.78637","0.00137"
"4.17600","0.03494","385.24973","34.89581","0.00138"
"4.19200","0.03506","386.40610","35.00055","0.00138"
"4.20800","0.03525","387.56586","35.10560","0.00139"
"4.22400","0.03537","388.72638","35.21072","0.00139"
"4.24000","0.03556","389.99667","35.32579","0.00140"
"4.25600","0.03569","391.62143","35.47295","0.00141"
"4.27200","0.03581","393.08917","35.60590","0.00141"
"4.28800","0.03600","394.53595","35.73695","0.00142"
"4.30400","0.03612","395.77795","35.84945","0.00142"
"4.32000","0.03631","397.20135","35.97838","0.00143"
"4.33600","0.03644","398.57895","36.10316","0.00143"
"4.35200","0.03650","399.82117","36.21569","0.00144"
"4.36800","0.03662","401.04120","36.32619","0.00144"
"4.38400","0.03675","401.99506","36.41260","0.00145"
"4.40000","0.03681","402.69547","36.47604","0.00145"
"4.41600","0.03694","403.50476","36.54934","0.00145"
"4.43200","0.03706","404.34897","36.62581","0.00146"
"4.44800","0.03712","405.32336","36.71407","0.00146"
"4.46400","0.03725","406.19485","36.79301","0.00147"
"4.48000","0.03737","406.95490","36.86186","0.00147"
"4.49600","0.03744","407.76614","36.93534","0.00147"
"4.51200","0.03756","408.51309","37.00300","0.00148"
"4.52800","0.03769","409.55240","37.09714","0.00148"
"4.54400","0.03781","410.63782","37.19545","0.00149"
"4.56000","0.03794","411.70819","37.29241","0.00149"
"4.57600","0.03812","412.86853","37.39751","0.00150"
"4.59200","0.03825","414.13208","37.51196","0.00151"
"4.60800","0.03837","415.41812","37.62845","0.00151"
"4.62400","0.03856","416.93179","37.76556","0.00152"
"4.64000","0.03875","418.43802","37.90199","0.00153"
"4.65600","0.03894","420.04102","38.04720","0.00153"
"4.67200","0.03906","421.82971","38.20921","0.00154"
"4.68800","0.03925","423.36914","38.34866","0.00155"
"4.70400","0.03937","424.85410","38.48316","0.00155"
"4.72000","0.03956","426.50354","38.63257","0.00156"
"4.73600","0.03969","427.95297","38.76385","0.00156"
"4.75200","0.03981","429.28363","38.88439","0.00157"
"4.76800","0.03994","430.44049","38.98917","0.00157"
"4.78400","0.04006","431.52914","39.08778","0.00158"
"4.80000","0.04019","432.36575","39.16357","0.00158"
"4.81600","0.04037","433.52493","39.26856","0.00159"
"4.83200","0.04050","434.80630","39.38463","0.00159"
"4.84800","0.04062","435.77222","39.47212","0.00160"
"4.86400","0.04075","436.80869","39.56601","0.00160"
"4.88000","0.04087","437.98862","39.67288","0.00161"
"4.89600","0.04100","439.04678","39.76873","0.00161"
"4.91200","0.04119","440.12149","39.86608","0.00162"
"4.92800","0.04131","441.29956","39.97279","0.00163"
"4.94400","0.04150","442.66888","40.09682","0.00163"
"4.96000","0.04162","444.21573","40.23693","0.00164"
"4.97600","0.04181","445.75137","40.37603","0.00165"
"4.99200","0.04194","447.18060","40.50549","0.00165"
"5.00800","0.04206","448.52771","40.62751","0.00166"
"5.02400","0.04219","449.69144","40.73292","0.00166"
"5.04000","0.04231","450.83090","40.83613","0.00167"
"5.05600","0.04244","451.84985","40.92843","0.00167"
"5.07200","0.04250","452.64261","41.00024","0.00167"
"5.08800","0.04262","453.42838","41.07141","0.00168"
"5.10400","0.04269","454.16983","41.13857","0.00168"
"5.12000","0.04281","454.88705","41.20354","0.00169"
"5.13600","0.04294","455.55231","41.26380","0.00169"
"5.15200","0.04300","456.10745","41.31408","0.00169"
"5.16800","0.04312","456.69003","41.36685","0.00170"
"5.18400","0.04319","457.48163","41.43855","0.00170"
"5.20000","0.04331","458.19400","41.50308","0.00171"
"5.21600","0.04344","458.95200","41.57174","0.00171"
"5.23200","0.04356","459.85086","41.65316","0.00172"
"5.24800","0.04369","460.79141","41.73835","0.00172"
"5.26400","0.04381","461.99323","41.84721","0.00172"
"5.28000","0.04394","462.96744","41.93546","0.00173"
"5.29600","0.04412","463.98676","42.02779","0.00174"
"5.31200","0.04425","465.24670","42.14191","0.00174"
"5.32800","0.04444","466.78671","42.28141","0.00175"
"5.34400","0.04469","468.45978","42.43295","0.00176"
"5.36000","0.04487","470.28204","42.59801","0.00177"
"5.37600","0.04512","472.37766","42.78783","0.00178"
"5.39200","0.04531","474.53815","42.98353","0.00178"
"5.40800","0.04550","476.57700","43.16821","0.00179"
"5.42400","0.04562","478.37378","43.33096","0.00180"
"5.44000","0.04575","479.73502","43.45426","0.00180"
"5.45600","0.04587","480.84836","43.55510","0.00181"
"5.47200","0.04594","481.63809","43.62664","0.00181"
"5.48800","0.04606","482.05237","43.66417","0.00181"
"5.50400","0.04612","482.48755","43.70358","0.00182"
"5.52000","0.04625","483.00684","43.75062","0.00182"
"5.53600","0.04631","483.63492","43.80751","0.00182"
"5.55200","0.04644","484.31308","43.86894","0.00183"
"5.56800","0.04656","485.11234","43.94133","0.00183"
"5.58400","0.04669","486.05701","44.02690","0.00184"
"5.60000","0.04681","487.01520","44.11370","0.00184"
"5.61600","0.04694","487.93274","44.19681","0.00185"
"5.63200","0.04706","488.94128","44.28816","0.00185"
"5.64800","0.04719","490.11926","44.39486","0.00186"
"5.66400","0.04737","491.26889","44.49899","0.00187"
"5.68000","0.04750","492.28299","44.59085","0.00187"
"5.69600","0.04762","493.37177","44.68947","0.00187"
"5.71200","0.04781","494.59766","44.80051","0.00188"
"5.72800","0.04794","495.84085","44.91312","0.00189"
"5.74400","0.04806","497.09879","45.02707","0.00189"
"5.76000","0.04825","498.23965","45.13041","0.00190"
"5.77600","0.04837","499.57767","45.25160","0.00190"
"5.79200","0.04850","500.75259","45.35802","0.00191"
"5.80800","0.04862","501.70618","45.44440","0.00191"
"5.82400","0.04869","502.57361","45.52297","0.00192"
"5.84000","0.04881","503.30237","45.58898","0.00192"
"5.85600","0.04894","503.92798","45.64565","0.00193"
"5.87200","0.04900","504.58670","45.70532","0.00193"
"5.88800","0.04912","505.30588","45.77046","0.00193"
"5.90400","0.04925","505.98392","45.83187","0.00194"
"5.92000","0.04931","506.62210","45.88968","0.00194"
"5.93600","0.04944","507.27124","45.94848","0.00195"
"5.95200","0.04956","508.07349","46.02115","0.00195"
"5.96800","0.04969","509.07480","46.11185","0.00196"
"5.98400","0.04981","510.03214","46.19856","0.00196"
"6.00000","0.04994","510.95496","46.28215","0.00197"
"6.01600","0.05012","512.03119","46.37964","0.00197"
"6.03200","0.05025","513.11078","46.47742","0.00198"
"6.04800","0.05037","514.20813","46.57682","0.00198"
"6.06400","0.05056","515.54156","46.69761","0.00199"
"6.08000","0.05075","517.09912","46.83869","0.00200"
"6.09600","0.05094","518.64233","46.97847","0.00201"
"6.11200","0.05112","520.05902","47.10680","0.00201"
"6.12800","0.05125","521.57312","47.24394","0.00202"
"6.14400","0.05144","523.05341","47.37803","0.00203"
"6.16000","0.05156","524.23383","47.48495","0.00203"
"6.17600","0.05169","525.33466","47.58466","0.00203"
"6.19200","0.05181","526.42712","47.68362","0.00204"
"6.20800","0.05194","527.39380","47.77118","0.00204"
"6.22400","0.05206","528.31647","47.85475","0.00205"
"6.24000","0.05225","529.28406","47.94240","0.00206"
"6.25600","0.05237","530.16034","48.02177","0.00206"
"6.27200","0.05250","531.07324","48.10446","0.00207"
"6.28800","0.05262","532.09680","48.19717","0.00207"
"6.30400","0.05281","533.18445","48.29569","0.00208"
"6.32000","0.05294","534.28400","48.39529","0.00208"
"6.33600","0.05306","535.40167","48.49653","0.00209"
"6.35200","0.05325","536.51654","48.59751","0.00210"
"6.36800","0.05337","537.65851","48.70095","0.00210"
"6.38400","0.05356","538.74243","48.79913","0.00211"
"6.40000","0.05369","539.92786","48.90651","0.00211"
"6.41600","0.05387","541.26361","49.02750","0.00212"
"6.43200","0.05400","542.51819","49.14114","0.00213"
"6.44800","0.05412","543.69073","49.24735","0.00213"
"6.46400","0.05425","544.76373","49.34454","0.00214"
"6.48000","0.05431","545.56946","49.41752","0.00214"
"6.49600","0.05444","546.09741","49.46535","0.00214"
"6.51200","0.05450","546.67743","49.51788","0.00215"
"6.52800","0.05462","547.22943","49.56788","0.00215"
"6.54400","0.05469","547.70782","49.61122","0.00215"
"6.56000","0.05481","548.16443","49.65258","0.00216"
"6.57600","0.05487","548.46033","49.67938","0.00216"
"6.59200","0.05500","548.93781","49.72263","0.00217"
"6.60800","0.05506","549.52936","49.77621","0.00217"
"6.62400","0.05519","550.11945","49.82966","0.00217"
"6.64000","0.05531","550.85016","49.89585","0.00218"
"6.65600","0.05544","551.66522","49.96968","0.00218"
"6.67200","0.05550","552.39496","50.03577","0.00219"
"6.68800","0.05569","553.13947","50.10321","0.00219"
"6.70400","0.05581","554.03583","50.18441","0.00220"
"6.72000","0.05594","555.00360","50.27206","0.00220"
"6.73600","0.05606","556.05902","50.36766","0.00221"
"6.75200","0.05625","557.18103","50.46930","0.00221"
"6.76800","0.05644","558.57452","50.59552","0.00222"
"6.78400","0.05669","560.19806","50.74258","0.00223"
"6.80000","0.05687","561.88788","50.89564","0.00224"
"6.81600","0.05706","563.60956","51.05159","0.00225"
"6.83200","0.05731","565.46460","51.21962","0.00226"
"6.84800","0.05744","567.31543","51.38727","0.00226"
"6.86400","0.05762","568.74817","51.51704","0.00227"
"6.88000","0.05775","569.87012","51.61867","0.00227"
"6.89600","0.05781","570.85443","51.70783","0.00228"
"6.91200","0.05794","571.36713","51.75427","0.00228"
"6.92800","0.05800","571.67218","51.78190","0.00228"
"6.94400","0.05812","572.06329","51.81733","0.00229"
"6.96000","0.05819","572.59821","51.86578","0.00229"
"6.97600","0.05831","573.17395","51.91793","0.00230"
"6.99200","0.05844","573.77887","51.97272","0.00230"
"7.00800","0.05856","574.50690","52.03867","0.00231"
"7.02400","0.05869","575.02313","52.08543","0.00231"
"7.04000","0.05881","575.66681","52.14373","0.00232"
"7.05600","0.05887","576.29028","52.20021","0.00232"
"7.07200","0.05900","577.08063","52.27180","0.00232"
"7.08800","0.05919","577.90961","52.34689","0.00233"
"7.10400","0.05931","578.96045","52.44207","0.00234"
"7.12000","0.05950","580.06006","52.54167","0.00234"
"7.13600","0.05962","581.10175","52.63603","0.00235"
"7.15200","0.05975","582.23950","52.73909","0.00235"
"7.16800","0.05994","583.38867","52.84318","0.00236"
"7.18400","0.06006","584.59229","52.95220","0.00236"
"7.20000","0.06025","585.80280","53.06185","0.00237"
"7.21600","0.06037","586.79871","53.15206","0.00238"
"7.23200","0.06050","587.77301","53.24031","0.00238"
"7.24800","0.06062","588.65997","53.32065","0.00239"
"7.26400","0.06069","589.29718","53.37837","0.00239"
"7.28000","0.06081","589.75659","53.41998","0.00239"
"7.29600","0.06094","590.33276","53.47217","0.00240"
"7.31200","0.06100","591.06757","53.53873","0.00240"
"7.32800","0.06112","591.63391","53.59003","0.00241"
"7.34400","0.06125","592.07397","53.62989","0.00241"
"7.36000","0.06131","592.53455","53.67161","0.00241"
"7.37600","0.06144","593.15472","53.72778","0.00242"
"7.39200","0.06156","593.79401","53.78569","0.00242"
"7.40800","0.06169","594.60223","53.85890","0.00243"
"7.42400","0.06187","595.55536","53.94523","0.00244"
"7.44000","0.06200","596.44196","54.02554","0.00244"
"7.45600","0.06212","597.45483","54.11729","0.00245"
"7.47200","0.06231","598.53351","54.21499","0.00245"
"7.48800","0.06250","599.70966","54.32153","0.00246"
"7.50400","0.06269","601.04425","54.44241","0.00247"
"7.52000","0.06281","602.43536","54.56842","0.00247"
"7.53600","0.06300","603.58893","54.67291","0.00248"
"7.55200","0.06312","604.62787","54.76702","0.00249"
"7.56800","0.06331","605.73505","54.86731","0.00249"
"7.58400","0.06344","606.81067","54.96473","0.00250"
"7.60000","0.06356","607.85394","55.05923","0.00250"
"7.61600","0.06369","608.70190","55.13604","0.00251"
"7.63200","0.06381","609.58264","55.21582","0.00251"
"7.64800","0.06394","610.22223","55.27375","0.00252"
"7.66400","0.06406","610.77673","55.32398","0.00252"
"7.68000","0.06419","611.54199","55.39330","0.00253"
"7.69600","0.06431","612.24390","55.45687","0.00253"
"7.71200","0.06444","612.95789","55.52155","0.00254"
"7.72800","0.06462","613.68481","55.58739","0.00254"
"7.74400","0.06475","614.53888","55.66475","0.00255"
"7.76000","0.06487","615.29553","55.73329","0.00255"
"7.77600","0.06500","616.14502","55.81024","0.00256"
"7.79200","0.06519","617.11432","55.89804","0.00257"
"7.80800","0.06531","618.17358","55.99398","0.00257"
"7.82400","0.06550","619.35962","56.10141","0.00258"
"7.84000","0.06569","620.38599","56.19438","0.00259"
"7.85600","0.06581","621.43103","56.28904","0.00259"
"7.87200","0.06594","622.44794","56.38115","0.00260"
"7.88800","0.06606","623.41339","56.46861","0.00260"
"7.90400","0.06619","624.27509","56.54666","0.00261"
"7.92000","0.06625","624.81067","56.59517","0.00261"
"7.93600","0.06637","625.19476","56.62996","0.00261"
"7.95200","0.06644","625.46332","56.65429","0.00262"
"7.96800","0.06656","625.80396","56.68514","0.00262"
"7.98400","0.06669","626.27826","56.72810","0.00263"
"8.00000","0.06675","626.65411","56.76215","0.00263"
"8.01600","0.06681","626.94049","56.78809","0.00263"
"8.03200","0.06694","627.32330","56.82276","0.00264"
"8.04800","0.06706","627.87109","56.87238","0.00264"
"8.06400","0.06719","628.41394","56.92155","0.00265"
"8.08000","0.06725","628.94086","56.96928","0.00265"
"8.09600","0.06737","629.54254","57.02378","0.00265"
"8.11200","0.06750","630.26862","57.08955","0.00266"
"8.12800","0.06762","631.00427","57.15619","0.00266"
"8.14400","0.06775","631.75446","57.22414","0.00267"
"8.16000","0.06794","632.67841","57.30783","0.00267"
"8.17600","0.06812","633.70215","57.40056","0.00268"
"8.19200","0.06831","634.90167","57.50921","0.00269"
"8.20800","0.06850","636.24249","57.63066","0.00270"
"8.22400","0.06869","637.62018","57.75545","0.00270"
