Time,Extension,Load,Tensile stress,Tensile strain (Extension)
"3.45600","0.02862","269.81689","39.58581","0.00113"
"3.47200","0.02875","270.75562","39.72353","0.00113"
"3.48800","0.02887","271.72549","39.86583","0.00114"
"3.50400","0.02900","272.85562","40.03164","0.00114"
"3.52000","0.02912","274.01633","40.20193","0.00115"
"3.53600","0.02931","275.34534","40.39691","0.00115"
"3.55200","0.02944","276.58514","40.57881","0.00116"
"3.56800","0.02962","277.93939","40.77749","0.00117"
"3.58400","0.02981","279.39548","40.99112","0.00117"
"3.60000","0.03000","280.94312","41.21818","0.00118"
"3.61600","0.03012","282.56442","41.45605","0.00119"
"3.63200","0.03031","284.21774","41.69861","0.00119"
"3.64800","0.03050","285.69525","41.91538","0.00120"
"3.66400","0.03062","287.21710","42.13866","0.00121"
"3.68000","0.03081","288.59549","42.34089","0.00121"
"3.69600","0.03094","289.90771","42.53341","0.00122"
"3.71200","0.03106","291.19794","42.72270","0.00122"
"3.72800","0.03119","292.38025","42.89616","0.00123"
"3.74400","0.03131","293.47839","43.05728","0.00123"
"3.76000","0.03144","294.43716","43.19794","0.00124"
"3.77600","0.03156","295.37155","43.33503","0.00124"
"3.79200","0.03169","296.27591","43.46771","0.00125"
"3.80800","0.03181","297.24820","43.61036","0.00125"
"3.82400","0.03194","298.28336","43.76223","0.00126"
"3.84000","0.03206","299.37717","43.92271","0.00126"
"3.85600","0.03225","300.64490","44.10870","0.00127"
"3.87200","0.03237","302.09494","44.32144","0.00127"
"3.88800","0.03256","303.48450","44.52531","0.00128"
"3.90400","0.03269","304.92450","44.73658","0.00129"
"3.92000","0.03287","306.37857","44.94991","0.00129"
"3.93600","0.03300","307.60718","45.13016","0.00130"
"3.95200","0.03312","308.89044","45.31843","0.00130"
"3.96800","0.03325","310.23825","45.51617","0.00131"
"3.98400","0.03337","311.39407","45.68575","0.00131"
"4.00000","0.03350","312.18427","45.80168","0.00132"
"4.01600","0.03356","312.87631","45.90321","0.00132"
"4.03200","0.03362","313.58020","46.00648","0.00132"
"4.04800","0.03375","314.29941","46.11200","0.00133"
"4.06400","0.03387","314.99896","46.21464","0.00133"
"4.08000","0.03394","315.78445","46.32988","0.00134"
"4.09600","0.03400","316.71487","46.46638","0.00134"
"4.11200","0.03412","317.42371","46.57038","0.00134"
"4.12800","0.03425","318.13675","46.67499","0.00135"
"4.14400","0.03437","318.88135","46.78424","0.00135"
"4.16000","0.03444","319.80115","46.91918","0.00136"
"4.17600","0.03456","320.86304","47.07498","0.00136"
"4.19200","0.03469","321.82797","47.21655","0.00137"
"4.20800","0.03487","322.67508","47.34083","0.00137"
"4.22400","0.03500","323.82404","47.50940","0.00138"
"4.24000","0.03519","325.13934","47.70237","0.00139"
"4.25600","0.03537","326.61057","47.91822","0.00139"
"4.27200","0.03550","328.15222","48.14440","0.00140"
"4.28800","0.03569","329.58719","48.35493","0.00141"
"4.30400","0.03594","330.94366","48.55394","0.00141"
"4.32000","0.03612","332.67279","48.80763","0.00142"
"4.33600","0.03631","334.50153","49.07593","0.00143"
"4.35200","0.03650","336.06235","49.30492","0.00144"
"4.36800","0.03662","337.70996","49.54665","0.00144"
"4.38400","0.03675","339.23541","49.77045","0.00145"
"4.40000","0.03687","340.36111","49.93561","0.00145"
"4.41600","0.03700","341.34631","50.08015","0.00146"
"4.43200","0.03706","342.21658","50.20783","0.00146"
"4.44800","0.03719","343.09406","50.33657","0.00146"
"4.46400","0.03731","343.80026","50.44018","0.00147"
"4.48000","0.03737","344.53165","50.54749","0.00147"
"4.49600","0.03750","345.22375","50.64902","0.00148"
"4.51200","0.03762","346.07840","50.77441","0.00148"
"4.52800","0.03775","347.03436","50.91467","0.00149"
"4.54400","0.03781","347.80249","51.02736","0.00149"
"4.56000","0.03800","348.65027","51.15174","0.00150"
"4.57600","0.03812","349.55261","51.28413","0.00150"
"4.59200","0.03825","350.67892","51.44937","0.00151"
"4.60800","0.03837","351.82602","51.61767","0.00151"
"4.62400","0.03856","353.07452","51.80084","0.00152"
"4.64000","0.03875","354.48105","52.00719","0.00153"
"4.65600","0.03887","355.65701","52.17973","0.00153"
"4.67200","0.03906","356.88174","52.35941","0.00154"
"4.68800","0.03919","358.28839","52.56578","0.00154"
"4.70400","0.03931","359.71671","52.77534","0.00155"
"4.72000","0.03950","360.89624","52.94839","0.00156"
"4.73600","0.03956","361.94159","53.10176","0.00156"
"4.75200","0.03969","362.79941","53.22761","0.00156"
"4.76800","0.03981","363.58133","53.34233","0.00157"
"4.78400","0.03987","364.36487","53.45729","0.00157"
"4.80000","0.04000","365.06714","53.56032","0.00157"
"4.81600","0.04006","365.89813","53.68224","0.00158"
"4.83200","0.04019","366.63751","53.79071","0.00158"
"4.84800","0.04031","367.38507","53.90039","0.00159"
"4.86400","0.04037","368.06265","53.99980","0.00159"
"4.88000","0.04050","368.72681","54.09724","0.00159"
"4.89600","0.04062","369.50198","54.21097","0.00160"
"4.91200","0.04075","370.44852","54.34984","0.00160"
"4.92800","0.04087","371.32715","54.47875","0.00161"
"4.94400","0.04100","372.31815","54.62414","0.00161"
"4.96000","0.04119","373.38501","54.78067","0.00162"
"4.97600","0.04131","374.60388","54.95949","0.00163"
"4.99200","0.04150","375.85736","55.14339","0.00163"
"5.00800","0.04169","377.24133","55.34644","0.00164"
"5.02400","0.04187","378.67322","55.55652","0.00165"
"5.04000","0.04206","380.25903","55.78918","0.00166"
"5.05600","0.04225","381.87601","56.02641","0.00166"
"5.07200","0.04237","383.36584","56.24499","0.00167"
"5.08800","0.04250","384.58936","56.42450","0.00167"
"5.10400","0.04269","385.75024","56.59481","0.00168"
"5.12000","0.04281","386.95956","56.77224","0.00169"
"5.13600","0.04294","387.86627","56.90526","0.00169"
"5.15200","0.04300","388.61752","57.01548","0.00169"
"5.16800","0.04312","389.54459","57.15149","0.00170"
"5.18400","0.04325","390.40152","57.27722","0.00170"
"5.20000","0.04337","391.36560","57.41866","0.00171"
"5.21600","0.04350","392.26526","57.55066","0.00171"
"5.23200","0.04362","393.04550","57.66513","0.00172"
"5.24800","0.04375","393.92569","57.79426","0.00172"
"5.26400","0.04394","394.92044","57.94020","0.00173"
"5.28000","0.04406","395.90640","58.08486","0.00173"
"5.29600","0.04419","397.07840","58.25681","0.00174"
"5.31200","0.04437","398.23825","58.42698","0.00175"
"5.32800","0.04456","399.38342","58.59499","0.00175"
"5.34400","0.04469","400.70358","58.78867","0.00176"
"5.36000","0.04487","402.18253","59.00565","0.00177"
"5.37600","0.04500","403.59561","59.21297","0.00177"
"5.39200","0.04512","404.75238","59.38269","0.00178"
"5.40800","0.04525","405.64221","59.51324","0.00178"
"5.42400","0.04537","406.44193","59.63057","0.00179"
"5.44000","0.04544","407.09241","59.72600","0.00179"
"5.45600","0.04556","407.81860","59.83254","0.00179"
"5.47200","0.04562","408.52344","59.93595","0.00180"
"5.48800","0.04575","409.17789","60.03197","0.00180"
"5.50400","0.04581","409.86441","60.13269","0.00180"
"5.52000","0.04594","410.46249","60.22044","0.00181"
"5.53600","0.04600","411.07806","60.31075","0.00181"
"5.55200","0.04612","411.75409","60.40993","0.00182"
"5.56800","0.04625","412.38409","60.50236","0.00182"
"5.58400","0.04637","413.09052","60.60600","0.00183"
"5.60000","0.04650","413.95258","60.73248","0.00183"
"5.61600","0.04662","414.88916","60.86989","0.00184"
"5.63200","0.04675","415.73596","60.99413","0.00184"
"5.64800","0.04687","416.68768","61.13375","0.00185"
"5.66400","0.04706","417.76184","61.29135","0.00185"
"5.68000","0.04719","418.72705","61.43296","0.00186"
"5.69600","0.04737","419.88171","61.60236","0.00187"
"5.71200","0.04756","421.21042","61.79730","0.00187"
"5.72800","0.04775","422.60663","62.00215","0.00188"
"5.74400","0.04794","424.22925","62.24021","0.00189"
"5.76000","0.04812","425.88394","62.48297","0.00189"
"5.77600","0.04831","427.47498","62.71640","0.00190"
"5.79200","0.04850","428.77173","62.90665","0.00191"
"5.80800","0.04862","429.97034","63.08250","0.00191"
"5.82400","0.04875","431.10620","63.24915","0.00192"
"5.84000","0.04887","432.05252","63.38799","0.00192"
"5.85600","0.04900","432.87003","63.50793","0.00193"
"5.87200","0.04906","433.48666","63.59840","0.00193"
"5.88800","0.04919","434.17065","63.69875","0.00194"
"5.90400","0.04925","434.83234","63.79583","0.00194"
"5.92000","0.04937","435.44336","63.88547","0.00194"
"5.93600","0.04950","436.14233","63.98802","0.00195"
"5.95200","0.04962","436.94247","64.10541","0.00195"
"5.96800","0.04975","437.75110","64.22404","0.00196"
"5.98400","0.04987","438.57544","64.34499","0.00196"
"6.00000","0.05000","439.37805","64.46275","0.00197"
"6.01600","0.05019","440.22574","64.58711","0.00198"
"6.03200","0.05031","441.18472","64.72781","0.00198"
"6.04800","0.05044","442.36938","64.90161","0.00199"
"6.06400","0.05062","443.54443","65.07401","0.00199"
"6.08000","0.05081","444.72302","65.24693","0.00200"
"6.09600","0.05094","445.88544","65.41747","0.00201"
"6.11200","0.05112","447.10703","65.59669","0.00201"
"6.12800","0.05125","448.25125","65.76456","0.00202"
"6.14400","0.05137","449.34647","65.92525","0.00202"
"6.16000","0.05150","450.23080","66.05499","0.00203"
"6.17600","0.05156","451.05176","66.17543","0.00203"
"6.19200","0.05169","451.50397","66.24178","0.00203"
"6.20800","0.05175","452.02454","66.31815","0.00204"
"6.22400","0.05187","452.61801","66.40523","0.00204"
"6.24000","0.05194","453.19846","66.49039","0.00204"
"6.25600","0.05206","453.85608","66.58687","0.00205"
"6.27200","0.05219","454.59698","66.69556","0.00205"
"6.28800","0.05225","455.09451","66.76856","0.00206"
"6.30400","0.05237","455.56653","66.83781","0.00206"
"6.32000","0.05244","456.21173","66.93247","0.00206"
"6.33600","0.05256","457.06894","67.05824","0.00207"
"6.35200","0.05269","457.89774","67.17983","0.00207"
"6.36800","0.05287","458.68951","67.29600","0.00208"
"6.38400","0.05300","459.53226","67.41964","0.00209"
"6.40000","0.05319","460.61389","67.57833","0.00209"
"6.41600","0.05337","461.83881","67.75804","0.00210"
"6.43200","0.05350","463.03235","67.93315","0.00211"
"6.44800","0.05369","464.13345","68.09470","0.00211"
"6.46400","0.05387","465.53583","68.30045","0.00212"
"6.48000","0.05406","466.95102","68.50807","0.00213"
"6.49600","0.05425","468.36404","68.71539","0.00214"
"6.51200","0.05437","469.63828","68.90233","0.00214"
"6.52800","0.05456","470.67245","69.05405","0.00215"
"6.54400","0.05469","471.69806","69.20453","0.00215"
"6.56000","0.05481","472.72174","69.35471","0.00216"
"6.57600","0.05494","473.48657","69.46693","0.00216"
"6.59200","0.05506","474.05548","69.55039","0.00217"
"6.60800","0.05519","474.72519","69.64865","0.00217"
"6.62400","0.05525","475.54993","69.76965","0.00218"
"6.64000","0.05537","476.28415","69.87737","0.00218"
"6.65600","0.05556","477.02756","69.98643","0.00219"
"6.67200","0.05569","477.82086","70.10283","0.00219"
"6.68800","0.05581","478.73035","70.23626","0.00220"
"6.70400","0.05594","479.65381","70.37174","0.00220"
"6.72000","0.05612","480.54211","70.50207","0.00221"
"6.73600","0.05625","481.48990","70.64112","0.00221"
"6.75200","0.05637","482.35281","70.76772","0.00222"
"6.76800","0.05656","483.31381","70.90871","0.00223"
"6.78400","0.05669","484.57980","71.09445","0.00223"
"6.80000","0.05687","485.74158","71.26490","0.00224"
"6.81600","0.05700","486.68805","71.40376","0.00224"
"6.83200","0.05712","487.54132","71.52895","0.00225"
"6.84800","0.05719","488.17722","71.62225","0.00225"
"6.86400","0.05731","488.66431","71.69371","0.00226"
"6.88000","0.05744","489.22357","71.77576","0.00226"
"6.89600","0.05750","489.82379","71.86382","0.00226"
"6.91200","0.05762","490.51251","71.96487","0.00227"
"6.92800","0.05769","491.04602","72.04314","0.00227"
"6.94400","0.05781","491.47815","72.10654","0.00228"
"6.96000","0.05787","491.82852","72.15794","0.00228"
"6.97600","0.05800","492.33691","72.23253","0.00228"
"6.99200","0.05812","492.92575","72.31892","0.00229"
"7.00800","0.05825","493.70932","72.43388","0.00229"
"7.02400","0.05837","494.51093","72.55148","0.00230"
"7.04000","0.05850","495.21066","72.65414","0.00230"
"7.05600","0.05862","496.07077","72.78033","0.00231"
"7.07200","0.05875","496.90338","72.90249","0.00231"
"7.08800","0.05894","497.76672","73.02915","0.00232"
"7.10400","0.05912","498.77966","73.17776","0.00233"
"7.12000","0.05925","499.92163","73.34531","0.00233"
"7.13600","0.05944","501.14462","73.52474","0.00234"
"7.15200","0.05962","502.26953","73.68978","0.00235"
"7.16800","0.05987","503.53116","73.87488","0.00236"
"7.18400","0.06006","505.03207","74.09509","0.00236"
"7.20000","0.06025","506.55249","74.31815","0.00237"
"7.21600","0.06037","507.70291","74.48693","0.00238"
"7.23200","0.06050","508.74326","74.63956","0.00238"
"7.24800","0.06062","509.62799","74.76936","0.00239"
"7.26400","0.06075","510.26059","74.86217","0.00239"
"7.28000","0.06081","510.69949","74.92657","0.00239"
"7.29600","0.06094","511.15152","74.99289","0.00240"
"7.31200","0.06100","511.62280","75.06203","0.00240"
"7.32800","0.06112","512.09851","75.13182","0.00241"
"7.34400","0.06125","512.58734","75.20354","0.00241"
"7.36000","0.06137","513.10541","75.27955","0.00242"
"7.37600","0.06144","513.65192","75.35973","0.00242"
"7.39200","0.06162","514.25562","75.44830","0.00243"
"7.40800","0.06175","514.94556","75.54952","0.00243"
"7.42400","0.06187","515.71625","75.66260","0.00244"
"7.44000","0.06200","516.59943","75.79217","0.00244"
"7.45600","0.06212","517.46747","75.91953","0.00245"
"7.47200","0.06225","518.27802","76.03844","0.00245"
"7.48800","0.06244","519.10901","76.16036","0.00246"
"7.50400","0.06256","519.93671","76.28179","0.00246"
"7.52000","0.06275","520.73083","76.39830","0.00247"
"7.53600","0.06287","521.86884","76.56526","0.00248"
"7.55200","0.06300","523.04401","76.73768","0.00248"
"7.56800","0.06319","523.98376","76.87555","0.00249"
"7.58400","0.06331","524.80872","76.99658","0.00249"
"7.60000","0.06344","525.51050","77.09955","0.00250"
"7.61600","0.06356","526.26605","77.21040","0.00250"
"7.63200","0.06362","527.03571","77.32331","0.00250"
"7.64800","0.06375","527.48956","77.38990","0.00251"
"7.66400","0.06387","527.86169","77.44450","0.00251"
"7.68000","0.06394","528.32666","77.51272","0.00252"
"7.69600","0.06406","528.73639","77.57283","0.00252"
"7.71200","0.06412","529.14807","77.63322","0.00252"
"7.72800","0.06425","529.67670","77.71078","0.00253"
"7.74400","0.06437","530.21851","77.79028","0.00253"
"7.76000","0.06444","530.67065","77.85661","0.00254"
"7.77600","0.06456","531.14886","77.92677","0.00254"
"7.79200","0.06475","531.81244","78.02412","0.00255"
"7.80800","0.06487","532.51172","78.12672","0.00255"
"7.82400","0.06500","533.49469","78.27094","0.00256"
"7.84000","0.06519","534.43494","78.40888","0.00257"
"7.85600","0.06537","535.43994","78.55633","0.00257"
"7.87200","0.06556","536.46710","78.70703","0.00258"
"7.88800","0.06569","537.47009","78.85418","0.00259"
"7.90400","0.06587","538.51276","79.00716","0.00259"
"7.92000","0.06606","539.61469","79.16882","0.00260"
"7.93600","0.06619","540.73218","79.33277","0.00261"
"7.95200","0.06637","541.77997","79.48650","0.00261"
"7.96800","0.06650","542.76074","79.63039","0.00262"
"7.98400","0.06662","543.69629","79.76765","0.00262"
"8.00000","0.06675","544.39948","79.87081","0.00263"
"8.01600","0.06694","544.98920","79.95734","0.00264"
"8.03200","0.06706","545.63959","80.05276","0.00264"
"8.04800","0.06712","546.33496","80.15478","0.00264"
"8.06400","0.06731","547.04144","80.25843","0.00265"
"8.08000","0.06744","547.73920","80.36079","0.00266"
"8.09600","0.06756","548.41241","80.45957","0.00266"
"8.11200","0.06769","549.02740","80.54980","0.00266"
"8.12800","0.06781","549.69397","80.64759","0.00267"
"8.14400","0.06794","550.33130","80.74110","0.00267"
"8.16000","0.06812","550.96918","80.83468","0.00268"
"8.17600","0.06825","551.74072","80.94788","0.00269"
"8.19200","0.06844","552.80731","81.10436","0.00269"
"8.20800","0.06856","553.72955","81.23966","0.00270"
